Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status
7022837,C,Neemias Queta,Boston Celtics,Charlotte Hornets,12100,26.96,31.92,EXPECTED STARTER
7022839,PF,Santi Aldama,Memphis Grizzlies,Portland Trail Blazers,11500,30.26,25.5,OUT
7022839,C,Santi Aldama,Memphis Grizzlies,Portland Trail Blazers,11500,30.26,25.5,OUT
7022843,PG,Tre Mann,Charlotte Hornets,Boston Celtics,6000,13.49,4.08,
7022843,SG,Tre Mann,Charlotte Hornets,Boston Celtics,6000,13.49,4.08,
7022845,SG,Aaron Wiggins,Oklahoma City Thunder,New York Knicks,7850,20.65,18.42,
7022845,SF,Aaron Wiggins,Oklahoma City Thunder,New York Knicks,7850,20.65,18.42,
7022852,PF,Jonathan Kuminga,Atlanta Hawks,Milwaukee Bucks,11100,25.93,39.42,QUESTIONABLE TO PLAY
7022859,C,Jock Landale,Atlanta Hawks,Milwaukee Bucks,9100,23.95,19.08,
7022863,PG,Jose Alvarado,New York Knicks,Oklahoma City Thunder,7180,18.89,16.67,
7022864,PF,Sam Hauser,Boston Celtics,Charlotte Hornets,9070,19.09,21.08,EXPECTED STARTER
7022864,SF,Sam Hauser,Boston Celtics,Charlotte Hornets,9070,19.09,21.08,EXPECTED STARTER
7022869,PF,Trendon Watford,Philadelphia 76ers,Utah Jazz,6000,14.77,12.5,
7022874,C,Jay Huff,Indiana Pacers,LA Clippers,10020,20.98,20,EXPECTED STARTER
7022889,SG,Ethan Thompson,Indiana Pacers,LA Clippers,6000,11.14,19.58,
7022896,C,Micah Potter,Indiana Pacers,LA Clippers,11000,19.52,33.83,
7022947,SG,Dyson Daniels,Atlanta Hawks,Milwaukee Bucks,12640,32.76,38,EXPECTED STARTER
7022947,SF,Dyson Daniels,Atlanta Hawks,Milwaukee Bucks,12640,32.76,38,EXPECTED STARTER
7022948,PG,Scoot Henderson,Portland Trail Blazers,Memphis Grizzlies,10400,23.83,18.83,
7022950,SF,MarJon Beauchamp,Philadelphia 76ers,Utah Jazz,8030,21.13,21.13,
7022953,SF,Ron Harper,Boston Celtics,Charlotte Hornets,6000,8.81,8.17,
7022959,SG,AJ Green,Milwaukee Bucks,Atlanta Hawks,8130,18.67,11.67,EXPECTED STARTER
7022961,PG,Scotty Pippen,Memphis Grizzlies,Portland Trail Blazers,10050,25.42,25.17,DOUBTFUL TO PLAY
7022961,SG,Scotty Pippen,Memphis Grizzlies,Portland Trail Blazers,10050,25.42,25.17,DOUBTFUL TO PLAY
7022976,C,Christian Koloko,Atlanta Hawks,Milwaukee Bucks,6000,10.81,6,
7022979,SG,Tyrese Martin,Philadelphia 76ers,Utah Jazz,6000,14.58,5.33,
7022979,PG,Tyrese Martin,Philadelphia 76ers,Utah Jazz,6000,14.58,5.33,
